823437,2.07817,5.62159,-1.9566
2062500,2.07817,5.62159,-1.9566
5245312,2.07817,5.62159,-1.9566
5545312,2.07817,5.62159,-1.9566
5728125,2.07817,5.62159,-1.9566
5959375,2.07817,5.62159,-1.9566
10006250,2.07817,5.62159,-1.9566
10834375,2.03028,5.56412,-1.74591
12054687,2.03028,5.56412,-1.74591
15095312,2.03028,5.56412,-1.74591
15395312,2.03028,5.56412,-1.74591
15578125,2.03028,5.56412,-1.74591
15801562,2.03028,5.56412,-1.74591
20176562,2.03028,5.56412,-1.74591
21017187,1.96325,5.55455,-1.63098
22240625,1.96325,5.55455,-1.63098
25076562,1.96325,5.55455,-1.63098
25376562,1.96325,5.55455,-1.63098
25559375,1.96325,5.55455,-1.63098
25782812,1.96325,5.55455,-1.63098
29998437,1.96325,5.55455,-1.63098
30826562,1.91536,5.50666,-1.55437
32231250,1.91536,5.50666,-1.55437
35246875,1.91536,5.50666,-1.55437
35546875,1.91536,5.50666,-1.55437
35729687,1.91536,5.50666,-1.55437
35960937,1.91536,5.50666,-1.55437
40017187,1.91536,5.50666,-1.55437
40835937,1.92494,5.54497,-1.54479
42067187,1.92494,5.54497,-1.54479
45107812,1.92494,5.54497,-1.54479
45407812,1.92494,5.54497,-1.54479
45592187,1.92494,5.54497,-1.54479
45815625,1.92494,5.54497,-1.54479
50178125,1.92494,5.54497,-1.54479
51020312,1.93451,5.62159,-1.60225
52228125,1.93451,5.62159,-1.60225
55078125,1.93451,5.62159,-1.60225
55378125,1.93451,5.62159,-1.60225
55560937,1.93451,5.62159,-1.60225
55785937,1.93451,5.62159,-1.60225
60000000,1.93451,5.62159,-1.60225
60826562,1.94409,5.64074,-1.78421
62064062,1.94409,5.64074,-1.78421
65250000,1.94409,5.64074,-1.78421
65550000,1.94409,5.64074,-1.78421
65734375,1.94409,5.64074,-1.78421
65964062,1.94409,5.64074,-1.78421
70021875,1.94409,5.64074,-1.78421
70839062,1.96325,5.61201,-1.9566
72035937,1.96325,5.61201,-1.9566
75260937,1.96325,5.61201,-1.9566
75560937,1.96325,5.61201,-1.9566
75745312,1.96325,5.61201,-1.9566
75976562,1.96325,5.61201,-1.9566
80021875,1.96325,5.61201,-1.9566
80850000,1.96325,5.63116,-2.07152
82075000,1.96325,5.63116,-2.07152
85081250,1.96325,5.63116,-2.07152
85381250,1.96325,5.63116,-2.07152
85564062,1.96325,5.63116,-2.07152
85789062,1.96325,5.63116,-2.07152
90160937,1.96325,5.63116,-2.07152
91000000,2.00155,5.61201,-2.00448
92214062,2.00155,5.61201,-2.00448
95092187,2.00155,5.61201,-2.00448
95392187,2.00155,5.61201,-2.00448
95576562,2.00155,5.61201,-2.00448
95800000,2.00155,5.61201,-2.00448
100023437,2.00155,5.61201,-2.00448
100839062,2.03028,5.58328,-1.94702
102060937,2.03028,5.58328,-1.94702
105264062,2.03028,5.58328,-1.94702
105564062,2.03028,5.58328,-1.94702
105746875,2.03028,5.58328,-1.94702
106093750,2.03028,5.58328,-1.94702
109993750,2.03028,5.58328,-1.94702
110820312,1.99198,5.64074,-1.87998
112031250,1.99198,5.64074,-1.87998
115081250,1.99198,5.64074,-1.87998
115381250,1.99198,5.64074,-1.87998
115564062,1.99198,5.64074,-1.87998
115789062,1.99198,5.64074,-1.87998
120162500,1.99198,5.64074,-1.87998
121003125,2.06859,5.71735,-1.86083
122221875,2.06859,5.71735,-1.86083
125103125,2.06859,5.71735,-1.86083
125403125,2.06859,5.71735,-1.86083
125585937,2.06859,5.71735,-1.86083
125810937,2.06859,5.71735,-1.86083
130173437,2.06859,5.71735,-1.86083
131014062,2.02071,5.71735,-1.90871
132228125,2.02071,5.71735,-1.90871
135114062,2.02071,5.71735,-1.90871
135414062,2.02071,5.71735,-1.90871
135596875,2.02071,5.71735,-1.90871
135821875,2.02071,5.71735,-1.90871
140000000,2.02071,5.71735,-1.90871
140823437,2.03028,5.65032,-2.07152
142064062,2.03028,5.65032,-2.07152
145245312,2.03028,5.65032,-2.07152
145545312,2.03028,5.65032,-2.07152
145845312,2.03028,5.65032,-2.07152
146134375,2.03028,5.65032,-2.07152
150006250,2.03028,5.65032,-2.07152
150832812,2.16436,5.66947,-2.12898
152051562,2.16436,5.66947,-2.12898
155104687,2.16436,5.66947,-2.12898
155404687,2.16436,5.66947,-2.12898
155587500,2.16436,5.66947,-2.12898
155812500,2.16436,5.66947,-2.12898
160175000,2.16436,5.66947,-2.12898
161015625,2.31759,5.74608,-2.05236
162250000,2.31759,5.74608,-2.05236
165104687,2.31759,5.74608,-2.05236
165406250,2.31759,5.74608,-2.05236
165589062,2.31759,5.74608,-2.05236
165814062,2.31759,5.74608,-2.05236
170001562,2.31759,5.74608,-2.05236
170826562,2.31759,5.77481,-1.91829
172031250,2.31759,5.77481,-1.91829
175245312,2.31759,5.77481,-1.91829
175545312,2.31759,5.77481,-1.91829
175728125,2.31759,5.77481,-1.91829
175957812,2.31759,5.77481,-1.91829
180007812,2.31759,5.77481,-1.91829
180834375,2.13563,5.70778,-1.92787
182065625,2.13563,5.70778,-1.92787
185106250,2.13563,5.70778,-1.92787
186767187,2.13563,5.70778,-1.92787
186976562,2.13563,5.70778,-1.92787
189268750,2.13563,5.70778,-1.92787
191548437,2.13563,5.70778,-1.92787
192389062,1.99198,5.63116,-2.02363
193804687,1.99198,5.63116,-2.02363
194740625,1.99198,5.63116,-2.02363
195046875,1.99198,5.63116,-2.02363
195229687,1.99198,5.63116,-2.02363
195453125,1.99198,5.63116,-2.02363
200157812,1.99198,5.63116,-2.02363
200996875,1.77171,5.48751,-2.16728
202214062,1.77171,5.48751,-2.16728
205090625,1.77171,5.48751,-2.16728
205378125,1.77171,5.48751,-2.16728
205571875,1.77171,5.48751,-2.16728
205795312,1.77171,5.48751,-2.16728
210020312,1.77171,5.48751,-2.16728
210837500,1.71425,5.51624,-2.28221
212053125,1.71425,5.51624,-2.28221
215259375,1.71425,5.51624,-2.28221
215559375,1.71425,5.51624,-2.28221
215742187,1.71425,5.51624,-2.28221
215971875,1.71425,5.51624,-2.28221
220031250,1.71425,5.51624,-2.28221
220850000,1.75256,5.60243,-2.32051
222285937,1.75256,5.60243,-2.32051
225082812,1.75256,5.60243,-2.32051
225382812,1.75256,5.60243,-2.32051
225564062,1.75256,5.60243,-2.32051
225789062,1.75256,5.60243,-2.32051
230159375,1.75256,5.60243,-2.32051
230998437,1.79086,5.68862,-2.25348
232212500,1.79086,5.68862,-2.25348
235092187,1.79086,5.68862,-2.25348
235390625,1.79086,5.68862,-2.25348
235573437,1.79086,5.68862,-2.25348
235798437,1.79086,5.68862,-2.25348
240010937,1.79086,5.68862,-2.25348
240839062,1.83875,5.72693,-2.08109
242068750,1.83875,5.72693,-2.08109
245260937,1.83875,5.72693,-2.08109
245560937,1.83875,5.72693,-2.08109
245743750,1.83875,5.72693,-2.08109
245975000,1.83875,5.72693,-2.08109
250021875,1.83875,5.72693,-2.08109
250851562,1.87705,5.68862,-1.81294
252065625,1.87705,5.68862,-1.81294
255082812,1.87705,5.68862,-1.81294
255382812,1.87705,5.68862,-1.81294
255565625,1.87705,5.68862,-1.81294
255789062,1.87705,5.68862,-1.81294
260160937,1.87705,5.68862,-1.81294
261064062,1.87705,5.65989,-1.67887
262321875,1.87705,5.65989,-1.67887
265103125,1.87705,5.65989,-1.67887
265403125,1.87705,5.65989,-1.67887
265585937,1.87705,5.65989,-1.67887
265809375,1.87705,5.65989,-1.67887
270173437,1.87705,5.65989,-1.67887
271014062,1.92494,5.59285,-1.69802
272218750,1.92494,5.59285,-1.69802
275103125,1.92494,5.59285,-1.69802
275403125,1.92494,5.59285,-1.69802
275584375,1.92494,5.59285,-1.69802
275809375,1.92494,5.59285,-1.69802
