840625,82.5554
2076562,82.479
4934375,82.3667
5234375,82.1069
5534375,82.0798
5759375,82.0526
9853125,82.0361
10743750,81.7332
12015625,81.6674
15104687,81.5734
15404687,81.345
15587500,81.323
15818750,81.3096
19862500,81.2962
20692187,81.0575
21945312,81.0087
24921875,80.9348
25223437,80.7592
25406250,80.7415
25631250,80.7308
30001562,80.7199
30842187,80.5069
32104687,80.466
34934375,80.4045
35234375,80.2665
35417187,80.252
35640625,80.2432
40012500,80.2334
40853125,80.0397
42085937,80.0024
44943750,79.9478
45360937,79.8211
45545312,79.8027
45768750,79.7945
49839062,79.7847
50664062,79.6064
51915625,79.5702
55084375,79.5153
55384375,79.3765
55567187,79.3633
55792187,79.3552
59846875,79.3447
60670312,79.1576
61901562,79.1194
64935937,79.0624
65235937,78.9223
65417187,78.9082
65642187,78.8995
70015625,78.8881
70854687,78.6714
72110937,78.6295
74945312,78.567
75246875,78.4264
75429687,78.4112
75654687,78.4018
79840625,78.3892
80664062,78.1596
81920312,78.1143
85117187,78.0452
85417187,77.8698
85600000,77.8531
85829687,77.8429
89846875,77.8288
90737500,77.587
91993750,77.5336
95100000,77.4582
95398437,77.2714
95581250,77.2537
95810937,77.2431
99859375,77.2289
100687500,76.9739
101921875,76.9221
104917187,76.8448
105217187,76.6562
105400000,76.6378
105623437,76.6268
109998437,76.6131
110839062,76.334
112090625,76.2808
114928125,76.2012
115228125,76.0204
115410937,76.0017
115634375,75.9905
119859375,75.977
120676562,75.7142
122109375,75.6637
125101562,75.5748
125401562,75.3888
125584375,75.3704
125814062,75.3594
129860937,75.3462
130690625,75.1067
131942187,75.0578
134920312,74.9839
135221875,74.8078
135403125,74.7902
135626562,74.7797
139998437,74.7676
140837500,74.5251
142060937,74.4786
144931250,74.4108
145231250,74.2516
145414062,74.235
145637500,74.225
149862500,74.2137
150678125,73.9967
151948437,73.9549
155101562,73.8897
155401562,73.7278
155582812,73.7124
155812500,73.7032
159873437,73.6923
160751562,73.4987
161984375,73.4569
165081250,73.3982
165381250,73.2506
165564062,73.2364
165787500,73.2277
169845312,73.2166
170668750,73.0137
171928125,72.9725
174931250,72.9096
175231250,72.7595
175414062,72.7446
175637500,72.7355
180012500,72.7234
180851562,72.4854
182079687,72.4397
184942187,72.3729
185242187,72.2172
185425000,72.2009
185648437,72.191
189837500,72.1778
190660937,71.93
191929687,71.8814
195082812,71.8065
195382812,71.62
195565625,71.6025
195910937,71.5919
199845312,71.5704
200673437,71.3234
201904687,71.2716
204937500,71.1945
205235937,71.0042
205418750,70.9857
205643750,70.9745
210015625,70.9602
210856250,70.6783
212109375,70.6245
214945312,70.5439
215245312,70.3612
215426562,70.3422
215651562,70.3309
219837500,70.3191
220665625,70.0936
221898437,70.0489
225085937,69.9824
225385937,69.8107
225568750,69.7945
225793750,69.7845
