181250,0,0,0
406250,-7.71643e-011,1.18569e-010,-1.14561e-010
4618750,-2.30533e-010,3.54236e-010,-3.42251e-010
5446875,-4.43673e-009,6.82245e-009,-6.5908e-009
6656250,7.22943e-009,-2.83791e-008,-1.5308e-008
9839062,2.78663e-008,-9.02591e-008,-3.01875e-008
10139062,9.60874e-008,-2.93372e-007,-7.76076e-008
10321875,1.06016e-007,-3.22508e-007,-8.41276e-008
10546875,1.12268e-007,-3.40837e-007,-8.82185e-008
14603125,1.20113e-007,-3.63827e-007,-9.33417e-008
15476562,2.64901e-007,-7.87822e-007,-1.87662e-007
16731250,2.78106e-007,-9.02692e-007,-2.15598e-007
19689062,2.91521e-007,-1.075e-006,-2.58086e-007
19989062,3.04365e-007,-1.50596e-006,-3.66237e-007
20173437,3.01193e-007,-1.55561e-006,-3.79116e-007
20398437,2.98964e-007,-1.58649e-006,-3.8715e-007
24770312,2.96036e-007,-1.62446e-006,-3.97043e-007
25610937,2.34177e-007,-2.3688e-006,-5.91398e-007
26832812,2.50118e-007,-2.51841e-006,-6.36462e-007
29700000,2.81069e-007,-2.73771e-006,-7.04115e-007
30000000,3.80226e-007,-3.25847e-006,-8.70201e-007
30182812,3.97114e-007,-3.31447e-006,-8.89379e-007
30407812,4.07819e-007,-3.34869e-006,-9.01181e-007
34621875,4.21307e-007,-3.39089e-006,-9.15792e-007
35450000,6.811e-007,-4.18279e-006,-1.19144e-006
36646875,7.27958e-007,-4.33109e-006,-1.25292e-006
39840625,7.94488e-007,-4.54336e-006,-1.34387e-006
40142187,9.67415e-007,-5.10173e-006,-1.59458e-006
40325000,9.82582e-007,-5.15243e-006,-1.62028e-006
40550000,9.9171e-007,-5.18304e-006,-1.63597e-006
44604687,1.0029e-006,-5.22064e-006,-1.65537e-006
45428125,1.20335e-006,-5.89621e-006,-2.00688e-006
46635937,1.26917e-006,-6.03959e-006,-2.05328e-006
49851562,1.3732e-006,-6.25176e-006,-2.1139e-006
50153125,1.67931e-006,-6.82393e-006,-2.24624e-006
50335937,1.71529e-006,-6.87946e-006,-2.25139e-006
50567187,1.73752e-006,-6.91323e-006,-2.2541e-006
54623437,1.76595e-006,-6.95603e-006,-2.25722e-006
55440625,2.27166e-006,-7.70858e-006,-2.30484e-006
56640625,2.38557e-006,-7.89559e-006,-2.32155e-006
59710937,2.5564e-006,-8.18068e-006,-2.34821e-006
60010937,3.00676e-006,-8.94949e-006,-2.42431e-006
60193750,3.05405e-006,-9.03447e-006,-2.43373e-006
60418750,3.08307e-006,-9.08685e-006,-2.43958e-006
