1237500,0,0,0
1442187,0,0,0
4231250,0,0,0
8828125,0,0,0
9639062,0,0,0
9828125,0,0,0
10010937,0,0,0
11234375,0,0,0
11440625,0,0,0
14078125,0,0,0
18995312,0,0,0
19821875,0,0,0
20004687,0,0,0
20187500,0,0,0
21439062,0,0,0
21645312,0,0,0
24057812,4.03421e-006,-8.09822e-006,9.56504e-006
28825000,4.03421e-006,-8.09822e-006,9.56504e-006
29648437,4.03421e-006,-8.09822e-006,9.56504e-006
29837500,4.03421e-006,-8.09822e-006,9.56504e-006
30020312,4.03421e-006,-8.09822e-006,9.56504e-006
31445312,4.03421e-006,-8.09822e-006,9.56504e-006
31651562,4.03421e-006,-8.09822e-006,9.56504e-006
34290625,4.03421e-006,-8.09822e-006,9.56504e-006
38829687,4.03421e-006,-8.09822e-006,9.56504e-006
39645312,4.03421e-006,-8.09822e-006,9.56504e-006
39832812,4.03421e-006,-8.09822e-006,9.56504e-006
40015625,4.03421e-006,-8.09822e-006,9.56504e-006
41267187,4.03421e-006,-8.09822e-006,9.56504e-006
41473437,4.03421e-006,-8.09822e-006,9.56504e-006
44245312,4.03421e-006,-8.09822e-006,9.56504e-006
48839062,4.03421e-006,-8.09822e-006,9.56504e-006
49650000,4.03421e-006,-8.09822e-006,9.56504e-006
49839062,4.03421e-006,-8.09822e-006,9.56504e-006
50021875,4.03421e-006,-8.09822e-006,9.56504e-006
51254687,4.03421e-006,-8.09822e-006,9.56504e-006
51460937,4.03421e-006,-8.09822e-006,9.56504e-006
54060937,4.03421e-006,-8.09822e-006,9.56504e-006
58979687,-1.70878e-005,0.00455621,-1.08741e-005
59810937,-1.70878e-005,0.00455621,-1.08741e-005
59993750,-1.70878e-005,0.00455621,-1.08741e-005
60176562,-1.70878e-005,0.00455621,-1.08741e-005
61412500,-1.70878e-005,0.00455621,-1.08741e-005
61617187,-1.70878e-005,0.00455621,-1.08741e-005
64096875,-1.70878e-005,0.00455621,-1.08741e-005
68832812,-1.70878e-005,0.00455621,-1.08741e-005
69646875,-1.70878e-005,0.00455621,-1.08741e-005
69834375,-1.70878e-005,0.00455621,-1.08741e-005
70137500,-1.70878e-005,0.00455621,-1.08741e-005
71439062,-1.70878e-005,0.00455621,-1.08741e-005
71645312,-1.70878e-005,0.00455621,-1.08741e-005
