69958,0.64774495,-0.772841759
103327,0.15085537,-0.438402106
136696,-0.90378549,1.456647451
170066,0.32686335,-0.743764306
203435,1.31346749,-0.778735424
236804,1.28637771,-0.16110755
270173,1.42072699,-0.011554257
303543,2.50460829,-0.504191859
336912,1.15813953,0.456635731
370281,2.12557427,-1.772002445
403650,1.66743649,-0.339043972
437020,1.8691301,-0.023899279
470389,0.99844841,1.867634988
503758,0.78062016,0.125292928
537127,1.17016317,2.176402325
570497,0.19514107,1.10366959
603866,-6.69795222,16.84399364
637235,-0.94885917,3.477935135
670604,-7.50857633,15.91395387
703974,-7.86997434,16.38750842
737343,2.05271318,0.956369151
770712,-1.4758567,2.394705677
804081,-2.79843137,3.837784667
837451,-3.23257635,2.593228001
870820,-4.02827965,4.181188802
904189,-4.14184953,3.72070984
937558,-2.58599222,2.588333362
970928,-4.12235294,4.497420117
1004297,-3.87909516,2.792559136
1037666,-6.05599369,3.459253998
1071035,-3.72684825,2.002548775
1104405,-5.30775255,3.909944558
1137774,-6.49722443,5.808400295
1171143,-5.56156863,3.291925289
1204512,-5.75650118,3.296250741
1237882,-5.82371542,3.918059648
1271251,-3.27449456,2.460552848
1304620,-11.31308811,16.45660352
1337989,-4.43931088,3.264025574
1371359,-10.64535379,17.06003697
1404728,-4.15752351,3.084100125
1438097,-3.75924469,2.931265863
1471466,-9.74914676,16.89377071
1504836,-3.12175962,2.575936582
1538205,-2.3950039,1.972432989
1571574,-9.01454234,16.41047717
1604943,-8.49573379,16.86897949
1638313,-2.8121547,3.523598065
1671682,-1.99606299,3.035899548
1705051,-1.6991359,2.877138925
1738420,-1.51179245,2.713423809
1771790,-0.6578332,1.554659924
1805159,-0.38365759,1.567307302
1838528,0.01092896,0.319871969
1871897,0.71350932,1.389886994
1905267,1.11925175,1.522415831
1938636,0.9741784,2.948205211
1972005,2.16291699,1.200978501
2005374,1.61328125,2.612983224
2038744,-4.76023891,16.80038776
2072113,2.61478599,1.756583702
2105482,2.09367681,2.742548909
2138851,4.27795031,1.930074898
2172221,3.56065319,3.472513977
2205590,3.03777949,2.349767556
2238959,3.13895394,4.279720083
2272328,2.644427,5.387706196
2305698,2.52788688,5.836208628
2339067,3.26938136,4.287384769
2372436,3.54352941,4.89920122
2405805,3.92427791,4.574674666
2439175,4.0392773,6.12944835
2472544,4.74786656,3.622967235
2505913,9.4060559,3.337128289
2539282,4.15396701,6.126444872
2572652,4.80874317,4.857520124
2606021,3.27106518,7.556223214
2639390,4.63899765,5.485958751
2672759,4.81683554,4.546795253
2706129,4.24373041,5.653000743
2739498,4.67370892,5.328701096
2772867,-1.19796954,18.24938692
2806236,5.05291829,4.201665603
2839606,3.87007874,6.607090334
2872975,4.11137441,7.215666358
2906344,3.31653543,5.973526061
2939713,-1.71827411,18.25919184
2973083,-1.69966159,18.2588411
3006452,3.39164697,6.777669089
3039821,-1.89170897,18.26246015
3073190,3.80407524,5.664640874
3106560,3.29310345,5.678169156
3139929,3.88404669,5.519604052
3173298,3.24566929,6.93738167
3206667,3.08962264,6.938923867
3240037,4.48717949,5.818371903
3273406,4.05891473,6.29264392
3306775,4.19937451,8.013631951
3340144,5.25272162,7.812557659
3373514,5.93055556,9.043239189
3406883,3.98755832,10.95273826
3440252,3.12666145,13.29870383
3473621,3.94122196,16.39259868
3506991,1.02120718,25.0551728
3540360,-3.98305085,36.58844229
3573729,-3.20151134,38.30279797
3607098,-2.53,39.68302857
3640468,-1.29543568,40.46264832
3673837,0.58900738,42.62364883
3707206,2.8803557,45.4230664
3740575,4.41914722,46.3553388
3773945,6.40974441,47.76289787
3807314,8.25437202,48.69185322
3840683,11.52245863,50.42180935
3874052,15.60989011,51.20849886
3907422,20.13401254,52.14882669
3940791,26.62333594,52.33199539
3974160,32.88377535,53.44532689
4007529,40.54104769,55.20093098
4040899,49.96459481,58.08476786
4074268,59.75930325,61.38663521
4107637,65.37683824,92.38710578
4141006,83.99030695,71.53392925
4174376,94.19836735,75.46423745
4207745,105.2818406,80.92937462
4241114,114.4901257,97.94227282
4274483,127.4079295,101.8469512
4307853,140.6050347,105.0996434
4341222,152.707088,108.7196336
4374591,163.8730025,112.1615001
4407960,174.246281,116.8403696
4441330,183.5734208,123.8854877
